,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target_Graduate,units_approved_rate_1st,units_approved_rate_2nd
2378,1,14,1,17,0,1,1,3,4,3,3,0,0,0,0,1,0,26,0,8,12,12,8,11,0,3,8,8,3,11,0,7,2,0,0,0.6666666666666666,0.375
2379,1,1,1,8,1,1,1,2,27,10,8,1,0,0,1,1,1,18,0,0,6,7,6,13,0,0,6,8,6,12,0,12,0,1,1,1.0,1.0
2380,1,8,1,11,1,1,1,1,14,5,8,0,0,0,1,1,1,19,0,0,6,8,5,12,0,0,6,10,6,12,0,16,0,0,1,0.8333333333333334,1.0
2381,1,1,3,5,1,1,1,13,28,6,8,1,0,0,1,1,1,19,0,0,6,6,6,15,0,0,6,6,6,12,0,12,0,1,1,1.0,1.0
2382,1,4,1,7,1,15,1,1,1,5,5,0,0,0,1,1,0,27,0,4,6,6,6,13,0,2,5,7,5,15,0,11,0,2,0,1.0,1.0
2383,1,17,1,4,1,1,1,13,1,10,10,0,0,1,1,1,0,21,0,7,12,20,10,11,0,5,12,15,9,11,0,8,1,3,0,0.8333333333333334,0.75
2384,1,8,1,7,1,1,1,13,1,5,6,0,0,0,1,1,0,20,0,0,5,10,4,11,0,0,5,11,0,0,0,13,0,0,0,0.8,0.0
2385,1,15,1,5,1,14,1,13,28,5,1,1,0,0,1,1,0,21,0,0,6,6,6,14,0,0,6,8,6,11,0,12,0,1,1,1.0,1.0
2386,1,1,5,15,1,1,1,22,3,6,3,1,0,0,1,1,0,22,0,0,6,10,5,13,0,0,6,12,3,10,0,9,0,-3,0,0.8333333333333334,0.5
2387,1,1,1,2,1,1,1,1,28,6,8,1,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,-1,1,0.0,0.0
2388,1,8,4,9,1,1,1,23,14,6,6,1,0,0,1,1,1,18,0,0,5,8,4,10,0,0,5,10,2,12,0,11,0,2,0,0.8,0.4
2389,1,12,2,10,1,1,1,13,1,6,6,0,0,0,1,1,0,28,0,0,5,6,0,0,0,0,5,5,0,0,0,13,0,0,0,0.0,0.0
2390,2,12,1,4,1,1,1,1,27,10,2,0,0,1,0,1,0,25,0,3,10,23,6,11,0,2,7,15,4,12,1,15,2,-4,0,0.6,0.5714285714285714
2391,1,14,1,4,1,1,1,22,1,6,5,0,0,0,1,1,0,25,0,8,14,24,8,12,2,6,13,23,10,11,0,15,2,-4,0,0.5714285714285714,0.7692307692307693
2392,1,1,1,9,1,1,1,23,14,10,6,0,0,0,1,1,0,18,0,0,5,11,2,13,0,0,5,11,3,12,0,8,1,3,0,0.4,0.6
2393,1,1,1,11,1,1,1,4,14,5,6,0,0,0,1,1,0,26,0,0,6,6,0,0,0,0,6,12,0,0,0,10,1,1,0,0.0,0.0
2394,1,8,3,9,1,1,1,22,27,7,6,1,0,0,1,1,1,18,0,0,5,8,5,12,0,0,5,7,5,11,0,13,0,0,1,1.0,1.0
2395,1,14,1,15,1,1,1,13,28,10,8,1,0,0,1,1,0,22,0,0,6,17,3,11,3,0,6,14,3,12,0,15,2,-4,0,0.5,0.5
2396,1,12,1,4,1,1,1,1,3,5,6,0,0,0,1,1,0,25,0,0,6,8,0,0,0,0,6,10,0,0,0,16,0,0,0,0.0,0.0
2397,1,1,2,15,1,1,1,3,1,5,5,1,0,0,1,1,0,19,0,0,6,9,5,11,0,0,6,13,5,12,0,8,1,3,0,0.8333333333333334,0.8333333333333334
2398,1,8,2,15,1,1,1,3,14,3,4,1,0,0,1,1,0,19,0,0,6,7,6,14,0,0,6,7,6,14,0,13,0,0,1,1.0,1.0
2399,1,8,1,12,1,1,1,1,1,6,6,0,0,0,1,1,0,19,0,0,7,9,7,12,0,0,8,10,8,11,0,16,0,0,1,1.0,1.0
2400,4,12,1,3,0,12,1,1,27,10,2,0,0,0,1,1,0,45,0,2,8,10,4,11,0,2,8,13,4,11,0,10,1,1,0,0.5,0.5
2401,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,52,0,0,5,7,5,11,0,0,5,6,5,12,1,7,2,0,1,1.0,1.0
2402,1,1,1,9,1,1,1,13,14,10,4,1,0,0,0,1,0,20,0,0,5,9,3,12,1,0,5,7,3,11,0,9,0,-3,0,0.6,0.6
2403,1,1,1,12,1,1,1,23,27,6,11,1,0,0,1,1,0,19,0,0,8,8,7,15,0,0,8,8,7,15,0,10,1,1,1,0.875,0.875
2404,1,1,1,12,1,1,1,1,28,10,10,0,0,1,0,1,0,21,0,0,7,12,4,12,0,0,7,12,4,11,0,12,0,1,0,0.5714285714285714,0.5714285714285714
2405,2,12,1,3,0,1,1,22,27,10,10,0,0,0,0,1,0,35,0,0,6,6,6,14,0,0,6,6,6,14,0,9,0,-3,1,1.0,1.0
2406,2,12,1,2,1,9,1,22,27,8,8,1,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0.0,0.0
2407,4,12,1,12,1,12,1,22,28,6,6,0,0,1,0,1,0,47,0,0,7,7,0,0,7,0,8,8,0,0,8,15,2,-4,0,0.0,0.0
2408,1,9,1,17,0,1,1,28,30,3,3,0,0,0,1,1,0,22,0,0,5,0,0,0,0,0,5,0,0,0,0,8,1,3,0,0.0,0.0
2409,2,12,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,41,0,0,5,8,4,11,0,0,5,8,3,11,1,7,2,0,0,0.8,0.6
2410,1,4,1,7,1,3,1,19,24,12,12,0,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,6,0,0,0,10,1,1,0,0.0,0.0
2411,2,12,1,3,0,1,1,19,24,12,12,0,0,0,0,0,0,51,0,0,6,13,4,11,0,0,6,12,0,0,1,10,1,1,0,0.6666666666666666,0.0
2412,2,12,2,17,0,1,1,22,27,10,10,0,0,0,1,0,0,43,0,0,5,11,3,10,0,1,5,10,4,12,0,9,0,-3,0,0.6,0.8
2413,2,12,2,3,0,1,1,19,24,1,1,1,0,0,1,0,0,41,0,0,6,9,5,11,0,1,6,10,3,10,1,7,2,0,1,0.8333333333333334,0.5
2414,1,14,2,9,1,1,1,19,27,10,10,1,0,0,1,1,0,23,0,5,10,19,8,11,1,4,10,16,10,11,3,7,2,0,1,0.8,1.0
2415,1,14,2,10,1,1,1,19,21,1,6,1,0,0,1,1,0,22,0,0,6,11,0,0,0,0,5,10,0,0,0,9,0,-3,0,0.0,0.0
2416,1,8,2,5,1,1,1,22,27,10,10,1,1,0,1,1,1,25,0,0,6,8,4,10,0,0,6,6,4,11,0,12,3,-1,0,0.6666666666666666,0.6666666666666666
2417,1,14,1,17,0,1,1,22,27,10,10,1,0,0,1,1,0,25,0,14,15,16,15,10,0,13,14,14,14,11,0,9,0,-3,1,1.0,1.0
2418,1,17,1,2,1,16,1,1,14,10,10,1,0,0,0,1,1,22,0,5,12,15,11,12,0,4,11,16,11,12,0,8,1,3,1,0.9166666666666666,1.0
2419,1,12,1,4,1,1,3,1,1,30,29,0,0,0,1,1,0,24,1,0,7,7,7,13,0,0,6,9,5,13,0,8,1,3,0,1.0,0.8333333333333334
2420,1,12,1,6,1,2,1,23,28,10,11,0,0,0,1,1,0,47,0,0,6,0,0,0,0,0,6,0,0,0,0,16,0,0,0,0.0,0.0
2421,2,12,1,17,0,12,1,22,27,6,6,1,0,0,1,1,0,41,0,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,0,0.0,0.0
2422,1,12,1,4,1,1,1,22,27,10,10,1,0,0,1,1,0,43,0,0,6,9,6,14,0,0,6,11,5,12,0,13,0,0,1,1.0,0.8333333333333334
2423,1,12,1,4,1,1,1,1,27,10,9,0,0,0,1,1,0,29,0,0,3,4,0,0,0,0,4,8,0,0,0,16,0,0,0,0.0,0.0
2424,1,12,2,7,1,1,1,22,27,6,6,0,0,0,1,1,0,30,0,0,2,2,0,0,0,0,2,2,0,0,0,7,2,0,0,0.0,0.0
2425,1,12,2,9,1,13,1,13,28,10,10,0,0,0,0,1,0,26,0,0,4,4,0,0,0,0,5,0,0,0,0,12,3,-1,0,0.0,0.0
2426,1,12,2,17,0,1,1,13,28,10,10,0,0,0,0,1,0,27,0,0,5,10,0,0,0,0,5,5,0,0,0,15,2,-4,0,0.0,0.0
2427,2,12,2,14,1,1,1,22,27,10,10,0,0,0,1,1,1,36,0,0,5,5,5,11,0,0,5,7,5,11,0,9,0,-3,1,1.0,1.0
2428,1,12,1,4,1,12,1,1,14,5,11,0,0,0,1,1,0,29,0,3,9,13,6,11,0,2,7,10,6,10,0,15,2,-4,0,0.6666666666666666,0.8571428571428571
2429,1,13,1,7,1,1,1,19,24,1,1,1,0,0,1,1,0,35,0,6,10,12,7,11,0,2,8,8,5,13,0,9,0,-3,0,0.7,0.625
2430,1,1,1,15,1,1,1,23,28,7,4,0,0,0,1,1,1,18,0,0,6,12,4,11,0,0,6,10,5,12,0,10,1,1,1,0.6666666666666666,0.8333333333333334
2431,1,1,1,17,0,1,1,23,27,10,10,0,0,0,1,1,1,24,0,0,5,5,5,16,0,0,5,5,5,16,0,8,1,3,1,1.0,1.0
2432,1,1,3,15,1,1,1,23,28,10,8,1,0,0,1,1,1,18,0,0,6,6,6,12,0,0,6,7,6,12,0,10,1,1,0,1.0,1.0
2433,1,8,4,7,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,5,7,4,12,0,0,5,10,3,13,3,7,2,0,0,0.8,0.6
2434,2,14,1,6,1,1,1,22,27,10,8,0,0,0,1,1,0,21,0,0,5,11,0,0,2,0,5,11,3,11,1,9,0,-3,0,0.0,0.6
2435,1,13,1,7,1,1,1,23,27,6,9,1,0,0,1,1,0,21,0,0,5,10,5,13,0,0,5,10,5,12,0,9,0,-3,1,1.0,1.0
2436,1,12,1,4,1,1,1,1,3,3,7,0,0,0,1,1,0,32,0,8,18,27,13,13,1,7,12,18,12,12,0,15,2,-4,1,0.7222222222222222,1.0
2437,1,1,4,7,1,1,1,22,27,10,6,1,0,0,1,1,1,22,0,0,5,9,3,12,0,0,6,14,3,12,0,11,0,2,0,0.6,0.5
2438,1,4,1,4,1,3,1,1,28,10,8,1,0,0,0,1,0,32,0,11,17,31,11,12,4,10,12,24,10,12,1,15,2,-4,0,0.6470588235294118,0.8333333333333334
2439,1,14,1,14,1,6,1,19,24,1,1,0,0,0,1,1,0,35,0,1,5,5,1,14,0,0,5,5,0,0,0,9,0,-3,0,0.2,0.0
2440,1,9,3,9,1,1,1,1,28,5,8,1,0,0,0,1,0,23,0,0,5,0,0,0,0,0,5,0,0,0,0,8,1,3,0,0.0,0.0
2441,1,12,1,3,0,1,1,22,27,7,7,0,0,0,1,1,0,39,0,0,6,8,5,11,0,1,6,12,3,11,1,7,2,0,0,0.8333333333333334,0.5
2442,2,14,1,14,1,1,1,19,24,1,1,0,0,0,1,1,0,35,0,0,5,5,0,0,0,0,5,5,1,10,0,9,0,-3,0,0.0,0.2
2443,2,12,1,4,1,3,1,3,14,5,7,0,0,0,1,1,0,32,0,0,6,8,6,18,0,6,12,14,12,17,0,16,0,0,1,1.0,1.0
2444,1,1,1,16,1,1,1,19,24,1,1,0,0,0,1,1,0,20,0,0,6,12,0,0,0,0,6,12,0,0,0,7,2,0,0,0.0,0.0
2445,1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,0,7,15,6,11,0,0,7,16,4,12,0,16,0,0,0,0.8571428571428571,0.5714285714285714
2446,1,4,1,17,0,15,1,22,27,7,7,1,0,0,1,1,0,44,0,3,7,9,7,13,0,0,5,6,5,16,0,8,1,3,0,1.0,1.0
2447,2,12,1,11,1,12,1,22,14,10,11,0,0,0,1,1,0,53,0,7,11,12,2,15,7,4,9,10,3,10,4,16,0,0,1,0.18181818181818182,0.3333333333333333
2448,1,12,1,7,1,12,1,22,27,10,5,0,0,1,0,1,0,28,0,0,5,10,0,0,0,0,5,7,0,0,0,12,0,1,0,0.0,0.0
2449,1,4,1,17,0,3,1,22,27,10,10,0,0,0,1,1,0,31,0,9,9,9,9,14,0,5,5,5,5,12,0,12,3,-1,0,1.0,1.0
2450,1,1,1,2,1,1,1,1,28,6,10,0,0,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,0,0.0,0.0
2451,1,12,1,4,1,1,1,1,3,10,11,0,0,1,0,1,0,44,0,2,7,14,4,12,2,0,6,16,0,0,1,15,2,-4,0,0.5714285714285714,0.0
2452,1,1,1,6,1,1,1,1,1,10,10,1,0,0,1,1,0,19,0,0,5,9,5,12,1,0,5,8,4,12,0,12,3,-1,1,1.0,0.8
2453,1,6,1,2,1,1,12,1,1,3,10,0,0,0,1,1,0,21,1,6,12,12,12,15,0,4,11,15,11,13,0,8,1,3,0,1.0,1.0
2454,1,9,1,7,1,1,1,3,14,4,6,0,0,0,1,1,1,18,0,0,5,5,0,0,0,0,5,5,0,0,0,9,0,-3,0,0.0,0.0
2455,1,15,1,4,1,14,1,13,14,6,6,1,0,0,1,1,0,20,0,0,6,8,6,14,0,0,6,10,6,15,0,16,0,0,1,1.0,1.0
2456,1,12,1,5,1,1,1,22,27,8,8,0,0,0,1,1,0,55,0,0,6,6,6,14,0,0,6,6,6,13,0,11,0,2,1,1.0,1.0
2457,1,1,1,9,1,1,1,13,27,5,9,0,0,0,1,1,0,27,0,0,5,12,3,10,0,0,5,12,1,13,0,7,2,0,0,0.6,0.2
2458,1,8,2,7,1,1,1,10,14,6,6,0,0,0,1,1,0,19,0,0,5,0,0,0,0,0,5,0,0,0,0,12,0,1,0,0.0,0.0
2459,1,1,1,9,1,1,1,13,27,10,10,0,0,0,1,1,0,18,0,0,5,5,5,11,0,0,5,5,5,13,0,12,0,1,1,1.0,1.0
2460,2,12,1,15,1,1,1,22,27,8,5,0,0,0,1,1,0,43,0,0,6,10,4,11,0,0,6,7,0,0,0,15,2,-4,0,0.6666666666666666,0.0
2461,1,9,3,11,1,1,1,13,14,10,7,1,0,0,1,1,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0.0,0.0
2462,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,0,0.0,0.0
2463,1,8,5,11,1,1,1,22,28,10,10,1,0,1,1,1,1,20,0,0,6,7,0,0,0,0,6,6,0,0,0,8,1,3,0,0.0,0.0
2464,2,12,1,17,0,1,1,22,14,10,10,0,0,1,0,1,0,29,0,0,5,7,4,11,0,0,5,8,4,11,0,10,1,1,0,0.8,0.8
2465,1,12,1,8,1,12,1,22,27,10,11,1,0,1,1,1,0,44,0,0,6,9,5,11,0,0,6,11,0,0,0,13,0,0,0,0.8333333333333334,0.0
2466,1,1,1,7,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,5,7,4,10,0,0,5,8,1,16,0,10,1,1,0,0.8,0.2
2467,1,15,1,4,1,14,1,22,27,10,2,0,0,0,1,1,1,20,0,0,6,11,5,13,0,0,6,13,6,12,0,15,2,-4,0,0.8333333333333334,1.0
2468,1,14,1,5,1,1,1,23,27,9,8,1,0,0,1,1,0,20,0,3,6,6,4,12,0,3,9,12,3,12,0,12,0,1,0,0.6666666666666666,0.3333333333333333
2469,2,12,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,36,0,0,4,4,0,0,0,0,5,9,0,0,0,10,1,1,0,0.0,0.0
2470,1,15,1,8,1,14,1,5,1,3,6,1,0,0,1,1,0,19,0,1,6,13,5,11,0,1,6,12,2,11,0,13,0,0,0,0.8333333333333334,0.3333333333333333
2471,2,12,1,6,1,12,1,22,27,12,12,0,0,0,0,1,0,29,0,0,5,5,0,0,0,0,5,5,0,0,0,12,3,-1,0,0.0,0.0
2472,1,1,1,14,1,1,1,1,1,10,10,1,0,0,1,1,0,18,0,0,6,6,4,11,0,0,6,10,3,10,0,10,1,1,0,0.6666666666666666,0.5
2473,1,12,1,4,1,1,1,1,1,2,7,0,0,0,0,1,0,24,0,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0.0,0.0
2474,1,1,1,15,1,1,1,3,14,3,6,0,0,0,1,1,0,20,0,0,6,6,6,14,0,0,6,7,6,15,0,15,2,-4,1,1.0,1.0
2475,2,12,1,3,0,12,1,13,27,10,10,0,0,1,0,1,0,45,0,0,6,7,0,0,0,0,5,5,0,0,0,16,0,0,0,0.0,0.0
2476,1,14,2,12,1,1,1,23,27,5,5,1,0,0,1,1,1,28,0,18,23,23,20,13,3,18,23,23,20,13,3,7,2,0,1,0.8695652173913043,0.8695652173913043
2477,1,1,1,11,1,1,1,13,28,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12,0,0,6,10,5,12,0,7,2,0,0,1.0,0.8333333333333334
2478,1,1,1,12,1,1,1,1,14,5,8,1,0,0,1,1,0,18,0,0,7,7,7,12,0,0,8,11,7,11,0,12,0,1,1,1.0,0.875
2479,1,1,2,9,1,1,1,13,14,10,5,1,0,0,1,1,0,23,0,0,5,7,3,10,1,0,5,7,3,11,0,9,0,-3,0,0.6,0.6
2480,1,14,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0.0,0.0
2481,1,1,1,5,1,1,1,13,14,6,6,0,0,0,1,1,1,22,0,1,6,6,6,12,0,1,6,6,5,12,0,12,0,1,1,1.0,0.8333333333333334
2482,1,12,1,17,0,9,1,22,28,6,6,0,0,0,1,1,0,33,0,0,5,5,5,13,0,0,5,6,5,14,0,10,1,1,1,1.0,1.0
2483,1,17,1,4,1,16,1,1,28,10,7,0,0,0,1,1,0,21,0,7,12,20,10,12,0,5,12,14,11,12,0,8,1,3,1,0.8333333333333334,0.9166666666666666
2484,2,12,1,9,1,1,1,22,27,10,6,0,0,0,1,1,0,45,0,0,5,6,5,14,0,0,5,5,5,14,0,15,2,-4,1,1.0,1.0
2485,2,12,1,4,1,1,1,22,27,10,10,0,0,0,0,1,0,44,0,4,10,10,4,11,0,1,7,8,1,12,0,15,2,-4,0,0.4,0.14285714285714285
2486,4,12,1,14,1,1,1,13,14,12,13,0,0,0,1,1,0,42,0,0,6,0,0,0,0,0,6,0,0,0,0,12,3,-1,0,0.0,0.0
2487,1,9,1,9,1,1,1,13,1,10,8,1,0,0,1,1,0,20,0,0,5,0,0,0,0,0,5,0,0,0,0,12,0,1,0,0.0,0.0
2488,1,8,6,9,1,1,1,13,28,6,7,1,0,0,1,1,0,20,0,0,5,7,3,12,1,0,5,12,2,12,0,9,0,-3,0,0.6,0.4
2489,1,1,2,11,1,1,1,1,28,3,9,1,0,0,1,1,1,20,0,0,6,7,6,14,0,0,6,6,6,12,0,8,1,3,1,1.0,1.0
2490,1,8,2,15,1,1,1,1,1,5,5,1,0,0,1,1,0,20,0,0,6,11,3,13,0,0,6,13,4,10,0,9,0,-3,0,0.5,0.6666666666666666
2491,1,1,2,9,1,1,1,1,1,10,7,0,0,0,1,1,0,19,0,0,5,9,5,10,0,0,5,13,2,13,0,8,1,3,0,1.0,0.4
2492,1,16,1,3,0,1,1,1,1,5,5,0,0,1,0,1,0,26,0,2,8,13,4,10,0,5,10,16,7,10,0,12,0,1,0,0.5,0.7
2493,2,12,1,4,1,1,1,22,27,9,8,0,0,0,1,1,0,31,0,0,6,10,6,15,0,0,6,11,5,12,0,13,0,0,1,1.0,0.8333333333333334
2494,1,1,1,15,1,1,1,1,14,10,10,0,0,1,1,1,1,19,0,0,6,6,6,12,0,0,6,6,6,14,0,16,0,0,1,1.0,1.0
2495,1,12,1,15,1,12,1,22,27,1,1,1,0,0,1,1,0,28,0,0,6,7,6,13,0,0,6,6,6,13,0,7,2,0,1,1.0,1.0
2496,1,1,1,2,1,1,1,13,27,10,10,1,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0.0,0.0
2497,2,1,2,3,0,1,1,22,1,10,11,1,0,0,1,0,0,43,0,0,6,6,6,13,0,0,6,6,6,12,0,9,0,-3,1,1.0,1.0
2498,1,12,1,2,1,12,17,1,14,3,8,0,0,0,1,1,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,-4,0,0.0,0.0
2499,1,12,1,10,1,12,1,22,27,10,10,0,1,1,1,0,0,40,0,0,6,13,2,10,0,0,6,10,1,15,0,16,0,0,0,0.3333333333333333,0.16666666666666666
2500,1,15,1,6,1,14,3,5,4,2,2,0,0,0,1,0,0,20,1,2,6,7,6,13,0,1,6,16,5,13,0,12,0,1,1,1.0,0.8333333333333334
2501,2,12,1,3,0,9,1,22,27,10,2,0,0,0,1,0,0,46,0,0,6,13,3,12,0,0,6,6,6,13,0,11,0,2,1,0.5,1.0
2502,1,16,1,1,1,1,1,13,27,6,8,0,0,0,1,0,0,26,0,14,21,23,20,13,0,10,14,18,14,11,0,8,1,3,1,0.9523809523809523,1.0
2503,2,12,1,12,1,1,1,3,1,6,6,0,0,0,1,0,1,34,0,0,7,7,6,12,0,0,8,9,7,13,0,12,0,1,1,0.8571428571428571,0.875
2504,1,9,3,16,1,1,1,23,27,10,6,1,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,10,1,1,0,0.0,0.0
2505,1,1,6,12,1,1,1,13,14,10,10,1,0,0,1,0,1,18,0,0,8,8,7,13,0,0,8,8,7,13,0,12,3,-1,1,0.875,0.875
2506,1,1,1,13,1,1,1,13,14,5,10,1,0,0,1,0,0,18,0,0,7,9,7,11,0,0,8,10,8,11,0,12,3,-1,1,1.0,1.0
2507,1,12,1,3,0,1,1,23,27,10,8,0,0,0,1,1,1,37,0,1,7,9,6,11,0,1,6,7,5,12,0,13,0,0,1,0.8571428571428571,0.8333333333333334
2508,1,8,1,2,1,1,1,13,28,10,8,0,0,0,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,1,0.0,0.0
2509,1,14,1,5,1,1,1,13,28,10,8,0,0,0,1,1,0,26,0,9,14,14,14,14,0,7,13,13,13,13,0,15,2,-4,1,1.0,1.0
2510,1,5,2,15,1,1,9,13,28,4,6,1,0,0,0,0,0,18,1,0,6,8,5,12,0,0,6,0,0,0,0,10,1,1,0,0.8333333333333334,0.0
2511,1,6,1,12,1,1,20,3,2,14,5,1,0,0,1,0,0,18,1,0,7,15,4,11,0,0,7,10,5,12,0,12,0,1,0,0.5714285714285714,0.7142857142857143
2512,1,8,4,12,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,7,8,7,13,0,0,8,8,8,13,0,11,0,2,1,1.0,1.0
2513,1,5,2,6,1,1,9,13,1,5,10,0,0,0,1,0,0,18,1,0,6,10,6,13,0,0,6,12,6,12,0,12,0,1,1,1.0,1.0
2514,1,1,1,14,1,1,1,1,3,5,4,1,0,0,1,0,0,19,0,0,6,6,6,13,0,0,6,8,5,12,0,8,1,3,0,1.0,0.8333333333333334
2515,1,8,4,7,1,1,15,1,1,29,36,1,0,0,1,1,0,20,1,0,5,10,4,14,0,0,5,14,1,10,0,8,1,3,0,0.8,0.2
2516,1,8,1,5,1,1,1,1,1,2,6,0,0,0,1,0,1,22,0,0,6,7,6,12,0,0,6,9,4,12,0,9,0,-3,1,1.0,0.6666666666666666
2517,1,1,3,12,1,1,1,13,1,10,6,1,0,0,1,0,1,18,0,0,8,8,7,12,0,0,8,8,7,12,0,12,3,-1,1,0.875,0.875
2518,1,8,1,11,1,1,1,13,29,6,5,0,0,0,1,0,1,18,0,0,6,8,6,12,0,0,6,6,6,13,0,13,0,0,1,1.0,1.0
2519,1,1,3,15,1,1,1,23,28,6,6,1,0,0,1,0,1,18,0,0,6,7,6,12,0,0,6,6,6,13,0,8,1,3,1,1.0,1.0
2520,1,1,6,11,1,1,1,23,27,6,8,1,0,0,1,0,1,18,0,0,6,7,6,13,0,0,6,6,6,13,0,12,0,1,1,1.0,1.0
2521,1,1,2,11,1,1,1,4,3,8,5,1,0,0,1,0,0,18,0,0,6,8,6,12,0,0,6,6,6,11,0,8,1,3,1,1.0,1.0
2522,1,8,6,12,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,7,8,7,13,0,0,8,9,7,13,0,11,0,2,1,1.0,0.875
2523,1,8,1,16,1,1,1,13,1,6,6,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,0,0.0,0.0
2524,1,8,4,10,1,1,1,1,14,10,6,1,0,0,1,0,1,19,0,0,6,12,6,11,0,0,6,7,0,0,0,15,2,-4,0,1.0,0.0
2525,1,1,2,6,1,1,1,3,1,5,8,1,0,0,1,0,0,18,0,0,6,13,6,13,0,0,6,12,3,11,0,15,2,-4,1,1.0,0.5
2526,1,1,4,5,1,1,1,1,1,10,8,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,6,6,12,0,12,0,1,0,1.0,1.0
2527,1,8,6,12,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,7,7,7,14,0,0,8,8,8,13,0,11,0,2,1,1.0,1.0
2528,1,8,2,15,1,1,1,3,28,3,7,1,0,0,1,0,0,18,0,0,6,6,6,15,0,0,6,7,6,14,0,12,0,1,1,1.0,1.0
2529,1,8,1,9,1,1,1,13,28,5,9,0,0,0,1,0,1,18,0,0,5,5,5,11,0,0,5,12,4,12,0,10,1,1,1,1.0,0.8
2530,1,8,1,15,1,1,1,1,1,5,8,1,0,1,1,0,0,18,0,0,6,6,6,11,0,0,6,6,6,12,0,16,0,0,1,1.0,1.0
2531,1,15,1,4,1,14,1,22,28,10,7,0,0,0,1,0,1,20,0,0,6,8,6,12,0,0,6,10,6,13,0,16,0,0,1,1.0,1.0
2532,1,7,2,10,1,1,1,23,27,4,6,1,0,0,1,0,1,19,0,0,6,14,3,12,0,0,6,7,6,11,0,9,0,-3,1,0.5,1.0
2533,1,8,1,8,1,1,1,2,14,3,7,1,0,0,1,0,1,18,0,0,6,7,6,12,1,0,6,8,6,13,0,8,1,3,0,1.0,1.0
2534,1,1,1,10,1,1,1,23,28,9,8,1,0,0,1,0,1,19,0,0,6,7,6,11,0,0,6,8,6,13,0,12,0,1,1,1.0,1.0
2535,1,8,2,16,1,1,1,3,1,2,6,1,0,0,1,0,0,19,0,0,6,8,5,11,1,0,6,7,4,10,0,12,3,-1,0,0.8333333333333334,0.6666666666666666
2536,1,14,1,8,1,1,14,3,4,4,3,0,0,0,1,0,0,19,1,0,5,10,5,14,2,0,5,7,5,15,0,9,0,-3,0,1.0,1.0
2537,1,1,1,14,1,1,1,13,14,8,8,0,0,0,1,0,0,19,0,0,6,7,6,14,0,0,6,6,6,15,0,12,0,1,1,1.0,1.0
2538,1,6,1,14,1,1,12,27,1,3,8,0,1,1,1,0,0,20,1,0,6,6,6,13,0,0,6,9,5,13,0,8,1,3,1,1.0,0.8333333333333334
2539,1,9,1,8,1,1,1,23,14,10,6,1,0,0,1,0,1,18,0,0,5,7,4,11,0,0,5,5,5,12,0,10,1,1,1,0.8,1.0
2540,1,4,1,9,1,3,1,1,29,5,8,0,0,0,1,0,0,33,0,2,5,9,2,14,0,0,5,5,0,0,0,12,0,1,0,0.4,0.0
